提取目标,卡片类型,Prompt模板,OMS业务模拟输出结构,卡片字段结构
内容摘要,标准卡片,请将以下内容提炼为简明摘要，突出重点信息，用于快速理解。,"{
  ""module"": ""OMS > Appointment""
}","{
  ""标题"": ""Input"",
  ""摘要内容"": ""Textarea"",
  ""来源文档"": ""Input"",
  ""适用模块"": ""Select""
}"
内容对比分析,对比卡片,请对比以下两段内容，提取差异说明，并给出建议合并内容。,"{
  ""card_type"": ""对比卡片"",
  ""title"": ""内容对比分析 - 对比卡片 示例卡片"",
  ""content"": {
    ""版本A内容"": ""OMS V1人工派单+Excel导出"",
    ""版本B内容"": ""OMS V2系统自动派单+接口推送"",
    ""差异说明"": ""V2简化了人工操作，提升自动化程度"",
    ""推荐合并内容"": ""建议统一采用OMS V2模式""
  },
  ""usage_scene"": ""合规文档审查、接口对比、内容优化建议"",
  ""language"": ""zh-CN""
}","{
  ""版本A内容"": ""Textarea"",
  ""版本B内容"": ""Textarea"",
  ""差异说明"": ""Textarea"",
  ""推荐合并内容"": ""Textarea""
}"
多文档合并,综合卡片,请将以下多份文档内容进行去重合并，输出统一内容，并注明合并标签与来源。,"{
  ""card_type"": ""综合卡片"",
  ""title"": ""多文档合并 - 综合卡片 示例卡片"",
  ""content"": {
    ""统一内容"": ""本文整合了OMS履约、派车、发货模块的通用配置流程。"",
    ""来源列表"": [
      ""OMS履约配置.docx"",
      ""派车规则说明.pdf""
    ],
    ""合并标签"": [
      ""派车"",
      ""履约"",
      ""流程""
    ]
  },
  ""usage_scene"": ""多个版本文档合并、冗余内容统一处理"",
  ""language"": ""zh-CN""
}","{
  ""统一内容"": ""Textarea"",
  ""来源列表"": ""List"",
  ""合并标签"": ""MultiSelect""
}"
多文档合并,标准卡片,请将以下内容提炼为简明摘要，突出重点信息，用于快速理解。,"{
  ""card_type"": ""标准卡片"",
  ""title"": ""OMS预约流程概览"",
  ""summary"": ""预约流程是OMS系统中为进出货操作配置时段、仓库、车辆信息的标准化流程，一般包括预约类型选择、时间窗口设定、仓库/司机信息填写、任务预分配、审核等步骤。"",
  ""source_doc"": ""《OMS预约管理操作手册v2.0》"",
  ""module"": ""OMS > Appointment""
}","{
  ""标题"": ""Input"",
  ""摘要内容"": ""Textarea"",
  ""来源文档"": ""Input"",
  ""适用模块"": ""Select""
}"
模块归类推荐,模块卡片,请判断内容应归属的系统、模块、页面字段，并生成推荐标签。,"{
  ""card_type"": ""模块卡片"",
  ""title"": ""模块归类推荐 - 模块卡片 示例卡片"",
  ""content"": {
    ""系统"": ""OMS"",
    ""模块"": ""Order"",
    ""页面路径"": ""/oms/order/view"",
    ""推荐用途"": [
      ""字段提示"",
      ""异常解释""
    ]
  },
  ""usage_scene"": ""知识打标签、字段定位、系统内联动推荐"",
  ""language"": ""zh-CN""
}","{
  ""系统"": ""Input"",
  ""模块"": ""Input"",
  ""页面路径"": ""Input"",
  ""推荐用途"": ""MultiSelect""
}"
模块归类推荐,术语卡片,请提取文中的术语与其定义、英文原文与示例用法，输出为术语卡片结构。,"{
  ""card_type"": ""术语卡片"",
  ""term"": ""Fulfillment SLA"",
  ""term_cn"": ""履约服务等级协议"",
  ""definition"": ""SLA 是 Service Level Agreement 的简称，在OMS系统中指从订单创建至最终发货的最大可接受时长。"",
  ""example"": ""客户A设定的SLA为48小时，意味着从OMS生成销售订单起，需在48小时内完成拣货、打包并出库发运。"",
  ""module"": ""OMS > Order""
}","{
  ""术语（英文）"": ""Input"",
  ""术语（中文）"": ""Input"",
  ""定义说明"": ""Textarea"",
  ""使用示例"": ""Textarea"",
  ""模块"": ""Select""
}"
中英文同步生成,双语卡片 + 上述所有类型,请输出双语卡片 + 上述所有类型结构内容。,"{
  ""card_type"": ""双语卡片 + 上述所有类型"",
  ""title"": ""中英文同步生成 - 双语卡片 + 上述所有类型 示例卡片"",
  ""content"": {
    ""中文内容"": ""该订单已完成发货"",
    ""英文内容"": ""The order has been shipped."",
    ""语种标签"": ""zh-CN/en-US""
  },
  ""usage_scene"": ""中英双语团队、多语言知识输出、海外项目对接"",
  ""language"": ""zh-CN""
}","{
  ""中文内容"": ""Textarea"",
  ""英文内容"": ""Textarea"",
  ""语种标签"": ""Input""
}"
中英文同步生成,双语卡片,请将以下内容分别生成中英文两版，并保证语义一致。,"{
  ""card_type"": ""双语卡片"",
  ""中文内容"": ""点击"新建预约"按钮进入预约单创建流程。"",
  ""英文内容"": ""Click 'Create Appointment' to start the appointment process."",
  ""适用模块"": ""OMS > Appointment""
}","{
  ""中文内容"": ""Textarea"",
  ""英文内容"": ""Textarea"",
  ""适用模块"": ""Select""
}"
